Order_ID,Region,Product,Demand,Inventory,Lead_Time,Transport_Cost,Warehouse_Capacity,Warehouse_Utilization,On_Time_Delivery
2601,East,Electronics,331,316,9,1249,1110,91,1
2602,West,Grocery,444,258,13,4939,918,87,0
2603,South,Grocery,375,281,1,1512,1007,64,0
2604,West,Electronics,264,478,14,3072,705,44,0
2605,West,Apparel,423,436,4,4464,507,58,0
2606,South,Grocery,275,184,10,268,1551,82,1
2607,North,Apparel,53,322,10,3153,1369,55,0
2608,East,Electronics,461,97,7,3492,1631,96,1
2609,East,Electronics,355,530,8,2848,1316,72,1
2610,East,Grocery,263,356,11,396,1023,46,0
2611,East,Grocery,245,586,14,2549,1093,51,0
2612,South,Electronics,249,215,14,4545,1508,62,0
2613,East,Electronics,72,537,11,2437,873,54,0
2614,North,Electronics,166,407,13,4890,1577,98,0
2615,West,Electronics,292,420,6,2172,1078,76,1
2616,West,Electronics,164,485,7,1239,1012,48,1
2617,South,Apparel,254,74,5,1697,1164,46,1
2618,East,Grocery,164,151,6,608,1517,75,0
2619,West,Grocery,477,104,1,4705,1194,65,0
2620,West,Grocery,355,140,7,1372,1425,53,0
2621,West,Electronics,284,180,12,1554,1344,89,0
2622,South,Grocery,223,381,12,638,1458,50,0
2623,East,Apparel,110,523,1,1958,728,80,1
2624,South,Grocery,428,574,3,2297,1864,58,1
2625,East,Apparel,347,160,2,2018,1354,87,1
2626,North,Electronics,86,412,7,2937,1047,41,0
2627,North,Apparel,406,497,10,1181,1379,51,0
2628,West,Grocery,483,69,1,4185,678,47,0
2629,West,Grocery,318,416,10,2419,874,74,1
2630,East,Electronics,214,569,8,3788,1665,47,1
2631,West,Apparel,104,405,8,820,1453,44,1
2632,East,Electronics,319,313,9,1826,1255,65,1
2633,West,Electronics,317,371,14,1475,1331,95,0
2634,North,Electronics,150,476,10,450,575,95,1
2635,North,Grocery,75,388,5,4002,1426,64,0
2636,West,Grocery,84,322,12,4948,1519,89,0
2637,South,Electronics,201,441,9,640,1107,45,1
2638,North,Apparel,162,596,13,1600,1783,82,0
2639,West,Apparel,73,289,13,4064,1286,46,0
2640,South,Electronics,278,531,10,4802,1534,55,1
2641,West,Apparel,376,509,11,1601,1707,79,0
2642,North,Electronics,286,200,14,3380,1825,92,0
2643,North,Electronics,426,43,3,2353,581,62,0
2644,East,Apparel,330,429,9,2269,543,66,1
2645,South,Grocery,429,538,6,928,1431,48,1
2646,North,Electronics,224,95,7,2818,1749,80,0
2647,South,Electronics,107,54,10,4781,1085,44,1
2648,South,Grocery,260,597,13,1577,551,62,0
2649,East,Apparel,331,478,4,1109,1503,57,0
2650,South,Grocery,469,307,7,1480,1847,42,0
2651,South,Grocery,454,526,4,4759,699,43,0
2652,East,Electronics,242,536,13,2984,1955,48,0
2653,North,Apparel,197,568,7,2794,781,55,0
2654,North,Grocery,320,225,10,1024,1313,54,1
2655,South,Electronics,167,533,13,4018,1222,80,0
2656,East,Grocery,417,492,9,744,526,87,1
2657,North,Grocery,314,227,5,4291,725,51,1
2658,East,Grocery,165,248,14,3559,1937,80,0
2659,East,Apparel,387,99,7,3046,1901,46,0
2660,East,Electronics,429,233,3,1871,1036,88,1
2661,East,Apparel,440,163,8,4566,1185,53,1
2662,South,Grocery,229,483,4,447,1729,58,1
2663,West,Grocery,465,366,13,3637,1982,80,0
2664,East,Apparel,140,286,1,3289,1498,51,1
2665,East,Electronics,334,564,9,1103,855,41,1
2666,South,Apparel,53,86,10,3473,1027,79,1
2667,West,Electronics,70,127,9,1962,1587,47,0
2668,South,Grocery,465,67,1,234,1973,94,0
2669,North,Electronics,402,561,8,805,1369,64,1
2670,South,Grocery,261,471,9,2664,829,54,0
2671,South,Grocery,53,413,13,2510,834,62,0
2672,South,Electronics,69,380,12,4682,834,90,0
2673,East,Electronics,309,588,14,272,1722,83,0
2674,West,Apparel,96,250,3,2803,1065,91,1
2675,North,Electronics,233,326,3,4417,534,57,1
2676,West,Apparel,298,495,1,4236,945,42,1
2677,South,Apparel,250,201,6,3823,1026,55,1
2678,East,Electronics,82,591,14,4730,676,99,0
2679,East,Apparel,233,288,1,1268,674,43,1
2680,South,Electronics,471,263,11,3600,1029,84,0
2681,North,Grocery,386,291,9,2700,1158,44,0
2682,West,Apparel,198,98,5,652,1650,85,1
2683,West,Electronics,383,531,14,1430,879,56,0
2684,North,Grocery,70,352,6,3255,1148,83,0
2685,South,Electronics,78,43,2,2867,1176,56,1
2686,East,Grocery,238,73,2,1986,1400,57,0
2687,West,Apparel,184,484,6,2342,1520,91,0
2688,North,Grocery,386,146,11,1556,703,88,0
2689,North,Electronics,317,284,5,1707,993,86,1
2690,South,Apparel,190,353,7,4700,622,95,1
2691,South,Electronics,236,444,8,678,1073,44,1
2692,North,Electronics,254,316,1,2655,1989,92,1
2693,East,Apparel,71,52,5,1459,927,63,1
2694,West,Electronics,199,475,6,1509,1018,66,1
2695,North,Electronics,159,293,14,4112,1564,79,0
2696,South,Apparel,282,424,8,573,882,89,0
2697,North,Electronics,103,247,1,4918,1915,58,1
2698,West,Apparel,375,118,13,3452,809,77,0
2699,East,Grocery,65,118,12,844,1983,50,0
2700,South,Apparel,307,317,5,3848,751,42,0
2701,North,Apparel,364,367,8,1253,1110,67,1
2702,South,Electronics,114,580,8,1230,1068,40,0
2703,North,Electronics,379,135,1,4110,1354,63,0
2704,South,Electronics,240,295,9,2113,1611,88,1
2705,North,Electronics,147,270,9,1743,870,79,0
2706,East,Apparel,80,110,2,2510,1320,89,1
2707,East,Apparel,419,286,7,3752,542,44,1
2708,East,Electronics,413,309,11,2806,1451,99,0
2709,South,Grocery,278,406,10,3064,706,71,0
2710,West,Electronics,222,409,14,2745,1883,60,0
2711,East,Apparel,334,510,6,1637,979,85,1
2712,West,Electronics,295,364,1,3989,738,42,1
2713,North,Grocery,255,274,3,3913,1538,59,1
2714,West,Grocery,325,376,14,3434,1498,40,0
2715,South,Apparel,211,503,11,4970,1957,44,0
2716,South,Electronics,410,572,12,1428,1897,72,0
2717,West,Grocery,182,458,3,2899,990,92,1
2718,West,Grocery,101,320,1,785,627,40,1
2719,South,Apparel,184,449,4,2027,842,58,0
2720,North,Grocery,447,492,11,1059,582,72,0
2721,North,Grocery,345,74,7,612,1359,69,0
2722,North,Apparel,251,463,3,807,1338,88,1
2723,South,Electronics,430,313,9,4077,1600,70,0
2724,East,Apparel,289,490,4,719,1419,64,1
2725,East,Apparel,331,134,9,4193,534,75,1
2726,West,Grocery,155,364,12,4219,1153,66,0
2727,West,Apparel,265,409,5,3559,1562,92,1
2728,East,Apparel,306,406,11,645,728,96,0
2729,East,Apparel,103,445,14,2255,1062,53,0
2730,East,Apparel,51,95,4,3377,797,70,1
2731,North,Electronics,223,506,14,1269,956,57,0
2732,West,Electronics,219,372,11,2184,1564,80,0
2733,West,Electronics,290,227,1,3344,1254,95,1
2734,North,Apparel,77,355,2,2575,1139,98,0
2735,West,Grocery,362,461,4,1292,1122,94,1
2736,South,Grocery,257,421,10,4825,1429,49,0
2737,East,Electronics,104,436,12,4360,608,75,0
2738,West,Grocery,155,515,2,4623,1082,96,1
2739,North,Grocery,213,441,5,4143,1676,96,1
2740,North,Apparel,254,223,6,3820,847,48,1
2741,East,Electronics,144,30,14,4713,1264,84,0
2742,South,Grocery,120,447,5,4160,747,60,0
2743,West,Electronics,359,500,13,4003,576,94,0
2744,East,Grocery,215,262,5,2657,1486,83,0
2745,East,Grocery,425,218,13,3970,604,74,0
2746,North,Grocery,153,558,4,2601,1191,63,0
2747,South,Apparel,469,409,2,4351,1624,47,1
2748,West,Apparel,199,345,12,2687,1211,43,0
2749,West,Electronics,57,252,10,1274,1908,61,1
2750,West,Electronics,182,457,13,661,1381,95,0
2751,West,Apparel,407,508,5,4637,1928,43,1
2752,West,Electronics,161,400,2,4233,1364,46,1
2753,South,Grocery,280,214,3,3923,1756,51,1
2754,West,Electronics,190,533,12,3840,983,58,0
2755,South,Electronics,173,59,9,2397,1452,41,1
2756,West,Electronics,252,592,1,4592,1233,99,1
2757,South,Grocery,301,271,14,734,1197,60,0
2758,East,Grocery,277,185,13,4321,546,42,0
2759,South,Grocery,234,488,6,3076,1208,55,0
2760,East,Apparel,465,128,6,3703,1511,55,1
2761,South,Grocery,154,285,2,4295,1025,72,1
2762,North,Electronics,397,71,7,3017,1281,62,1
2763,East,Electronics,287,147,9,2713,1999,68,0
2764,East,Electronics,431,326,10,1817,1575,65,1
2765,South,Apparel,465,447,12,573,933,45,0
2766,North,Electronics,183,187,1,4449,1150,59,0
2767,East,Electronics,379,210,3,1214,1453,95,1
2768,West,Grocery,323,160,6,4849,1385,60,0
2769,South,Electronics,486,224,10,4325,1427,54,0
2770,North,Electronics,457,145,10,589,768,71,1
2771,North,Grocery,347,438,11,3438,1719,96,0
2772,North,Electronics,217,439,10,1230,1906,62,1
2773,North,Electronics,424,139,7,730,1821,65,0
2774,South,Grocery,483,238,5,4397,1726,64,1
2775,West,Electronics,84,575,1,1472,1507,57,1
2776,South,Electronics,470,56,4,3233,1453,69,0
2777,East,Electronics,224,100,11,3789,997,89,0
2778,West,Grocery,340,409,12,2320,1181,49,0
2779,South,Apparel,377,255,8,4771,604,80,1
2780,South,Electronics,337,455,5,4469,637,64,1
2781,East,Grocery,77,499,9,1981,537,51,0
2782,North,Electronics,119,593,1,2957,1701,62,1
2783,South,Grocery,424,161,5,3092,1666,83,1
2784,South,Electronics,198,187,4,1990,900,67,0
2785,East,Electronics,240,205,3,2677,1392,87,1
2786,East,Electronics,488,549,13,445,1117,90,0
2787,East,Apparel,86,303,9,2552,799,56,1
2788,East,Electronics,132,208,5,4854,824,43,1
2789,East,Electronics,328,122,14,4612,1495,49,0
2790,West,Grocery,442,294,4,4480,1979,97,1
2791,West,Electronics,51,277,10,4309,992,42,1
2792,South,Grocery,157,547,3,2460,1972,98,1
2793,South,Grocery,101,320,12,2907,1163,58,0
2794,West,Grocery,440,449,13,2004,1666,58,0
2795,South,Electronics,356,505,4,3523,1931,63,1
2796,West,Apparel,171,80,10,4575,1713,76,0
2797,South,Electronics,189,288,3,2130,1205,79,0
2798,East,Grocery,323,582,5,4287,1615,51,1
2799,North,Grocery,181,367,14,1562,742,42,0
2800,South,Grocery,425,481,6,3379,1477,73,1
2801,North,Apparel,58,500,7,1029,1412,66,1
2802,East,Electronics,374,59,5,4187,828,64,1
2803,West,Electronics,275,265,6,1214,1544,78,0
2804,West,Apparel,282,167,3,2833,971,92,1
2805,North,Electronics,336,91,7,3820,1004,42,1
2806,South,Apparel,465,76,2,1565,1835,83,0
2807,South,Grocery,292,244,5,1814,929,75,1
2808,West,Apparel,236,553,2,1098,1269,48,0
2809,South,Apparel,343,63,9,3367,1763,63,1
2810,North,Apparel,346,547,10,2010,1252,90,1
2811,West,Electronics,102,284,11,3398,534,87,0
2812,East,Electronics,154,142,8,3773,1563,66,1
2813,North,Electronics,173,477,3,1811,1577,71,1
2814,South,Grocery,77,577,11,1434,1129,93,0
2815,South,Grocery,345,440,11,1762,1062,50,0
2816,North,Grocery,479,187,8,316,1047,70,1
2817,West,Grocery,229,97,11,713,1636,72,0
2818,North,Electronics,236,200,2,3133,902,72,0
2819,South,Grocery,321,328,8,4237,1064,46,1
2820,South,Apparel,456,197,2,840,1141,90,0
2821,South,Grocery,150,503,8,1723,751,52,1
2822,North,Grocery,405,49,1,2949,1452,53,0
2823,West,Electronics,261,266,13,3351,786,70,0
2824,East,Grocery,205,300,6,4906,1169,85,0
2825,East,Grocery,275,504,12,839,864,94,0
2826,East,Apparel,493,367,14,876,599,65,0
2827,North,Electronics,452,362,2,2597,1946,55,0
2828,North,Grocery,88,348,11,3402,1938,85,0
2829,East,Electronics,246,57,13,2067,1150,53,0
2830,West,Electronics,202,364,5,2021,1512,87,1
2831,South,Grocery,447,584,13,3109,810,82,0
2832,East,Grocery,132,571,5,3003,1074,71,1
2833,North,Grocery,489,542,13,994,751,41,0
2834,East,Grocery,419,46,11,3486,1463,41,0
2835,North,Grocery,339,216,2,3025,1569,45,1
2836,South,Grocery,63,380,5,4779,723,63,1
2837,South,Grocery,127,87,7,3325,1528,62,0
2838,North,Electronics,240,358,13,2977,789,74,0
2839,West,Grocery,183,465,1,1167,724,67,1
2840,South,Apparel,448,586,9,2008,1130,97,0
2841,South,Grocery,163,134,7,4497,746,47,1
2842,North,Electronics,220,318,14,4792,1624,48,0
2843,South,Apparel,327,99,7,2215,1355,56,1
2844,North,Apparel,115,40,11,3592,512,71,0
2845,North,Grocery,77,155,4,1206,1466,93,1
2846,West,Apparel,208,55,11,4348,1095,59,0
2847,North,Electronics,128,39,7,1738,1546,43,1
2848,East,Apparel,382,65,7,233,820,90,1
2849,South,Apparel,68,478,11,2663,1099,40,0
2850,North,Electronics,423,189,11,1443,1584,85,0
2851,North,Electronics,247,322,6,2786,1596,58,1
2852,East,Grocery,230,562,8,3128,1097,63,1
2853,East,Grocery,119,433,10,1472,1544,80,0
2854,North,Grocery,215,521,4,2173,1233,91,0
2855,South,Grocery,177,185,6,670,1917,52,0
2856,South,Apparel,368,201,9,4226,1355,76,1
2857,East,Electronics,408,49,7,754,1076,40,0
2858,East,Grocery,96,374,13,1519,885,90,0
2859,West,Electronics,231,264,12,1239,1734,49,0
2860,North,Apparel,96,595,5,4255,930,80,1
2861,West,Apparel,424,106,6,2686,670,41,0
2862,North,Electronics,461,311,4,2296,1542,96,0
2863,North,Apparel,392,287,9,4960,1900,53,1
2864,South,Apparel,123,436,7,2417,1047,47,1
2865,South,Grocery,58,407,2,4085,1662,65,1
2866,East,Grocery,280,329,12,876,777,48,0
2867,East,Grocery,296,428,11,3025,1793,93,0
2868,North,Apparel,209,386,8,4563,1774,50,0
2869,South,Grocery,345,82,3,550,1020,45,1
2870,East,Apparel,430,73,14,4311,1952,62,0
2871,West,Apparel,410,385,13,201,1863,41,0
2872,East,Grocery,123,487,7,2894,1980,47,1
2873,West,Electronics,240,447,1,886,627,91,1
2874,North,Electronics,370,138,12,3080,899,77,0
2875,South,Apparel,149,591,3,1795,660,71,1
2876,North,Grocery,493,37,1,4785,625,40,1
2877,East,Apparel,422,575,10,4707,1326,96,1
2878,South,Electronics,397,589,6,881,1148,99,1
2879,West,Grocery,376,325,4,4303,916,66,0
2880,West,Grocery,482,224,10,537,1823,63,1
2881,West,Apparel,100,416,8,3988,784,78,1
2882,East,Electronics,296,41,4,4635,1422,77,0
2883,North,Apparel,284,184,9,1001,596,78,0
2884,South,Grocery,449,588,9,4731,1673,79,1
2885,West,Grocery,86,267,5,2846,1568,67,1
2886,North,Grocery,476,531,10,2317,1980,51,1
2887,West,Apparel,361,500,8,834,1887,98,1
2888,West,Electronics,459,156,4,792,1912,57,1
2889,West,Apparel,441,227,10,1052,1910,94,1
2890,West,Grocery,393,461,5,1570,1302,93,0
2891,East,Electronics,117,81,2,960,1263,46,0
2892,East,Electronics,458,439,5,4595,998,81,1
2893,South,Apparel,148,320,7,2325,1422,67,1
2894,South,Apparel,284,47,14,629,1102,50,0
2895,West,Apparel,281,422,1,3792,1354,80,1
2896,East,Electronics,314,335,5,914,1367,86,1
2897,East,Apparel,394,437,7,2968,765,58,1
2898,West,Grocery,135,518,6,4672,1099,41,0
2899,North,Grocery,354,121,8,1561,550,52,0
2900,East,Apparel,299,415,6,647,615,65,1
2901,West,Apparel,81,419,3,2059,1136,92,0
2902,East,Electronics,52,532,14,2597,1891,47,0
2903,East,Apparel,171,440,12,2281,988,88,0
2904,East,Grocery,485,110,8,2498,1137,41,0
2905,West,Grocery,291,478,6,1694,509,78,1
2906,South,Grocery,291,287,7,2769,1886,92,1
2907,East,Apparel,153,240,8,1288,1251,72,1
2908,East,Apparel,396,246,1,3410,1115,45,1
2909,North,Apparel,363,431,2,4448,1511,68,1
2910,North,Grocery,170,274,9,4795,672,85,1
2911,South,Electronics,114,256,4,767,681,87,1
2912,South,Electronics,433,312,9,626,814,48,1
2913,North,Grocery,165,594,12,1768,840,47,0
2914,West,Apparel,355,114,4,1906,504,90,1
2915,West,Grocery,292,90,11,3196,1459,43,0
2916,North,Grocery,130,214,11,902,608,76,0
2917,West,Apparel,143,553,1,1653,1231,68,0
2918,North,Electronics,130,502,1,1745,1811,64,0
2919,South,Electronics,475,443,4,2275,1736,70,1
2920,West,Grocery,286,462,7,1557,1130,51,0
2921,North,Grocery,254,347,1,2589,1319,89,1
2922,West,Electronics,112,158,3,4188,1094,86,1
2923,West,Electronics,335,479,14,3295,1682,63,0
2924,West,Electronics,91,588,5,699,667,84,1
2925,West,Electronics,453,339,2,739,918,50,1
2926,East,Apparel,489,483,1,2116,1543,86,1
2927,North,Electronics,172,350,2,3354,832,68,0
2928,West,Grocery,152,485,8,3051,917,99,1
2929,West,Grocery,440,327,2,896,1295,44,0
2930,North,Electronics,74,578,4,1785,905,71,1
2931,East,Grocery,256,570,3,2835,1649,48,0
2932,North,Electronics,236,595,11,2045,766,41,0
2933,West,Electronics,122,544,14,2877,1761,56,0
2934,East,Apparel,216,467,8,4923,538,75,1
2935,West,Apparel,276,99,7,790,1196,82,1
2936,East,Apparel,491,45,3,3623,1474,84,1
2937,North,Apparel,243,292,6,243,1045,80,1
2938,North,Apparel,396,238,7,1535,1152,78,1
2939,West,Grocery,305,151,5,2998,1883,58,1
2940,West,Grocery,90,182,12,4692,1912,52,0
2941,North,Grocery,52,146,12,2254,1374,78,0
2942,West,Electronics,187,200,7,1012,1529,98,1
2943,North,Electronics,488,581,4,2872,824,47,1
2944,East,Apparel,111,361,5,4853,1424,89,1
2945,South,Apparel,335,230,11,1392,1541,52,0
2946,East,Grocery,379,365,1,2040,1157,80,0
2947,South,Electronics,358,586,11,4735,1877,64,0
2948,South,Electronics,488,433,1,517,1596,98,0
2949,West,Grocery,228,41,9,2719,956,56,1
2950,South,Apparel,388,390,4,896,1842,95,1
2951,West,Electronics,440,579,12,764,1939,85,0
2952,East,Grocery,194,113,6,627,738,51,0
2953,West,Electronics,265,58,12,550,1905,49,0
2954,West,Apparel,403,273,3,3925,504,56,1
2955,East,Apparel,278,516,10,3796,771,66,1
2956,South,Electronics,296,274,3,656,1526,50,1
2957,North,Electronics,137,342,4,1144,678,50,1
2958,West,Electronics,486,182,1,2368,616,59,1
2959,North,Apparel,330,397,3,3329,1292,41,1
2960,East,Electronics,214,486,14,3570,1219,54,0
2961,South,Electronics,250,336,4,4608,1995,52,1
2962,South,Electronics,239,46,12,3402,1871,98,0
2963,North,Electronics,114,496,7,306,1180,42,1
2964,North,Apparel,130,173,13,2774,1998,62,0
2965,North,Apparel,55,118,4,1601,1917,71,1
2966,South,Electronics,128,223,8,1263,1897,47,1
2967,North,Grocery,312,563,9,4277,1571,76,1
2968,West,Apparel,322,560,14,2565,696,51,0
2969,South,Electronics,352,198,8,2302,1621,66,1
2970,East,Grocery,333,229,7,1797,1308,96,1
2971,East,Apparel,238,237,5,1572,781,75,1
2972,East,Electronics,96,113,13,3072,1030,71,0
2973,West,Grocery,469,177,2,2239,758,58,1
2974,West,Apparel,147,282,1,2292,1527,76,1
2975,North,Electronics,280,170,5,3888,941,71,1
2976,West,Electronics,262,498,3,4685,1411,52,1
2977,North,Grocery,97,326,2,2769,829,94,1
2978,East,Apparel,64,275,10,3184,1275,52,1
2979,South,Apparel,420,443,7,3876,1990,48,1
2980,West,Electronics,68,64,9,1008,565,80,1
2981,East,Electronics,225,117,11,2497,772,53,0
2982,North,Grocery,385,57,4,4125,1507,88,1
2983,North,Electronics,425,313,6,778,1356,65,1
2984,West,Electronics,315,273,3,2188,1281,57,1
2985,North,Grocery,130,565,5,3183,1402,59,0
2986,West,Grocery,448,380,2,2836,1141,92,1
2987,North,Electronics,291,247,9,2054,1687,66,1
2988,South,Electronics,97,129,12,461,1626,48,0
2989,North,Grocery,74,83,5,3859,1899,98,1
2990,North,Electronics,87,207,7,2295,785,46,1
2991,West,Electronics,495,456,8,4733,760,97,1
2992,South,Grocery,271,391,10,2076,1163,59,1
2993,West,Apparel,342,233,4,3796,680,91,0
2994,East,Apparel,324,576,4,3905,1928,77,1
2995,East,Grocery,445,346,4,2492,1431,57,1
2996,West,Apparel,342,215,8,3356,1938,83,1
2997,West,Apparel,375,91,7,3754,1800,72,1
2998,North,Apparel,283,186,13,4245,970,98,0
2999,East,Electronics,328,272,14,3347,1465,97,0
3000,West,Apparel,51,238,11,1315,1878,56,0
3001,East,Electronics,495,573,8,4099,1375,61,0
3002,East,Electronics,274,244,7,279,863,89,0
3003,West,Apparel,496,595,5,2479,1590,65,1
3004,South,Grocery,450,377,2,4844,1036,87,0
3005,West,Apparel,161,416,10,3240,1846,42,1
3006,South,Grocery,127,308,13,2094,1776,54,0
3007,North,Electronics,396,519,13,2426,1604,78,0
3008,East,Apparel,162,406,12,2654,1312,68,0
3009,East,Grocery,311,289,3,3946,1346,93,0
3010,South,Grocery,471,215,13,3370,712,46,0
3011,East,Apparel,490,232,5,2530,1376,69,0
3012,North,Apparel,281,503,7,3554,1210,94,1
3013,West,Grocery,263,561,7,4351,1699,94,0
3014,West,Grocery,181,289,12,763,1419,53,0
3015,South,Electronics,396,599,13,3590,1962,42,0
3016,South,Apparel,382,556,14,1939,879,83,0
3017,East,Grocery,476,398,11,3626,836,91,0
3018,North,Electronics,195,405,2,4346,622,55,0
3019,South,Electronics,251,264,7,1441,1742,79,1
3020,South,Electronics,193,597,11,3894,1229,50,0
3021,South,Apparel,413,87,14,1486,1839,41,0
3022,North,Grocery,118,233,1,2585,584,59,0
3023,West,Apparel,379,151,9,4692,1208,88,1
3024,East,Electronics,494,68,8,318,905,97,1
3025,North,Apparel,144,91,7,1432,1337,91,1
3026,East,Apparel,333,429,4,1195,1123,76,1
3027,North,Apparel,54,530,10,2454,662,82,0
3028,South,Apparel,308,221,3,250,1083,82,0
3029,South,Electronics,250,39,1,4800,1944,60,1
3030,North,Grocery,263,246,4,4005,1606,55,1
3031,North,Apparel,354,456,8,1951,679,59,0
3032,North,Apparel,383,126,11,3444,1334,90,0
3033,South,Grocery,124,279,1,1258,1512,47,1
3034,West,Apparel,477,565,9,2040,1456,94,1
3035,South,Apparel,93,382,10,1583,920,50,1
3036,East,Grocery,66,144,3,4333,1572,88,1
3037,West,Electronics,76,246,12,1334,723,73,0
3038,South,Electronics,439,365,14,2430,1263,50,0
3039,North,Electronics,303,229,14,4419,1684,40,0
3040,West,Apparel,487,165,13,1560,1811,44,0
3041,South,Grocery,124,225,7,782,1739,68,0
3042,South,Apparel,199,341,4,3683,1385,78,1
3043,North,Apparel,401,561,6,3602,1894,43,0
3044,South,Apparel,245,283,12,866,1427,41,0
3045,West,Electronics,405,556,3,1695,1367,89,1
3046,North,Grocery,55,319,8,1673,1790,79,1
3047,South,Grocery,491,319,9,1109,925,90,1
3048,East,Apparel,214,180,13,4979,897,96,0
3049,South,Electronics,251,370,3,563,677,42,0
3050,West,Grocery,198,74,2,3246,1633,72,0
3051,South,Apparel,464,364,6,4526,1837,99,1
3052,East,Electronics,228,148,11,2651,1074,90,0
3053,North,Electronics,323,260,8,972,946,43,0
3054,North,Apparel,132,148,8,1049,1832,64,1
3055,West,Grocery,436,487,7,4372,1820,53,0
3056,North,Electronics,443,553,3,2561,1549,42,0
3057,North,Apparel,54,477,6,4406,1566,91,1
3058,South,Grocery,170,255,13,4280,1269,91,0
3059,West,Grocery,50,222,8,1018,815,78,1
3060,East,Electronics,450,379,13,2607,1786,89,0
3061,South,Electronics,491,597,10,2840,1816,49,1
3062,North,Electronics,103,483,8,277,1496,59,1
3063,West,Grocery,282,268,11,1519,766,94,0
3064,South,Electronics,232,471,6,3728,937,53,0
3065,West,Electronics,404,36,9,3003,1712,74,1
3066,West,Electronics,52,33,11,2028,1045,69,0
3067,South,Apparel,419,534,2,3571,695,61,0
3068,North,Grocery,312,145,14,3178,1510,79,0
3069,West,Apparel,345,587,8,259,1628,42,1
3070,West,Apparel,132,392,14,4697,952,65,0
3071,West,Apparel,137,208,4,2248,862,76,1
3072,South,Electronics,262,445,13,1646,1904,95,0
3073,East,Electronics,55,446,5,3167,1114,50,1
3074,West,Apparel,365,50,9,2474,930,84,1
3075,East,Grocery,451,297,7,595,1000,53,1
3076,South,Apparel,239,451,14,3745,1930,71,0
3077,North,Apparel,442,293,2,3580,1915,96,1
3078,South,Electronics,433,369,5,332,912,65,1
3079,East,Apparel,231,583,2,3446,907,42,0
3080,North,Apparel,120,229,10,2731,1971,87,1
3081,East,Apparel,185,548,3,2006,1023,79,1
3082,North,Grocery,164,546,4,4563,1117,45,0
3083,South,Apparel,151,329,9,216,1583,82,1
3084,South,Electronics,476,113,10,3698,1705,68,1
3085,North,Electronics,292,286,4,401,747,93,1
3086,South,Grocery,416,450,5,4600,500,94,1
3087,West,Electronics,75,393,6,3663,1403,55,1
3088,East,Grocery,399,542,3,3077,1463,63,1
3089,East,Grocery,424,207,12,1778,1247,66,0
3090,East,Electronics,268,181,5,1019,1244,77,1
3091,West,Electronics,292,541,14,3608,917,55,0
3092,West,Apparel,313,353,8,2923,1083,42,1
3093,South,Grocery,126,569,2,4505,1636,68,1
3094,East,Grocery,315,104,8,1129,578,51,1
3095,South,Electronics,127,179,4,1168,1207,94,1
3096,East,Grocery,53,571,7,1912,1979,40,0
3097,West,Electronics,95,537,6,3992,1661,51,0
3098,East,Electronics,314,416,12,3659,968,81,0
3099,North,Apparel,293,471,8,1759,1284,88,1
3100,South,Apparel,425,535,11,2004,1714,60,0
3101,South,Grocery,353,248,5,767,918,56,1
3102,East,Grocery,64,263,4,1409,600,57,1
3103,North,Electronics,81,226,10,675,1013,50,0
3104,South,Apparel,196,458,4,3823,568,64,1
3105,North,Electronics,354,128,11,1846,1783,54,0
3106,South,Grocery,82,511,9,4033,840,61,1
3107,West,Apparel,466,394,6,1261,1357,68,0
3108,East,Apparel,341,363,14,816,1895,43,0
3109,West,Apparel,313,56,8,3561,690,97,1
3110,South,Grocery,327,596,7,591,1025,40,1
3111,South,Electronics,152,421,12,1622,1567,86,0
3112,West,Grocery,405,199,7,1711,645,43,1
3113,South,Electronics,305,244,5,3690,1206,80,1
3114,South,Electronics,330,579,6,4673,1132,84,0
3115,North,Electronics,92,278,3,3551,1039,92,1
3116,West,Grocery,119,593,7,1803,1796,97,0
3117,South,Apparel,53,241,13,964,1603,79,0
3118,East,Electronics,346,203,14,4096,1230,71,0
3119,North,Electronics,306,439,3,4449,1341,61,1
3120,West,Apparel,82,499,11,4368,1454,66,0
3121,East,Grocery,66,187,12,3576,1711,47,0
3122,North,Electronics,418,241,9,4495,1345,40,1
3123,South,Electronics,392,239,3,2302,1164,67,0
3124,North,Grocery,109,492,2,1380,617,57,1
3125,East,Apparel,316,34,1,1495,1916,45,0
3126,North,Grocery,409,88,5,1644,1520,64,0
3127,South,Grocery,262,305,5,3361,1970,43,1
3128,North,Electronics,123,472,3,1610,1979,69,1
3129,North,Grocery,363,253,13,1053,567,59,0
3130,East,Apparel,239,415,1,2813,1609,49,1
3131,North,Electronics,413,464,10,2764,1973,71,1
3132,West,Apparel,104,384,13,3181,721,93,0
3133,West,Apparel,474,406,10,3154,527,59,0
3134,West,Electronics,364,131,2,793,1563,89,1
3135,South,Grocery,252,202,7,3182,1419,62,1
3136,North,Electronics,123,522,14,628,1281,91,0
3137,North,Grocery,142,116,11,860,1052,65,0
3138,South,Grocery,150,130,12,2949,698,57,0
3139,South,Grocery,380,250,4,4751,1909,63,1
3140,North,Apparel,336,444,4,2072,1505,56,1
3141,North,Grocery,186,97,6,3785,841,93,0
3142,West,Electronics,245,77,4,2592,663,55,1
3143,North,Grocery,250,294,9,1680,1717,43,0
3144,South,Grocery,199,245,11,4840,1340,41,0
3145,West,Grocery,291,519,11,4735,531,82,0
